model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Fiesta,2014,Manual,28125,Petrol,0.0,66.7,1.0,6648
 EcoSport,2018,Manual,9945,Petrol,154.59027554,51.4,1.0,11535
 Fiesta,2019,Manual,14842,Petrol,148.49217908,60.7,1.0,15452
 Mondeo,2016,Manual,41036,Diesel,68.36766556,63.9,2.0,12609
 Focus,2019,Automatic,6093,Petrol,146.97178458,52.1,1.0,16492
 Focus,2017,Manual,26780,Diesel,148.46782067,74.3,1.5,12898
 Fiesta,2016,Manual,27077,Petrol,26.74060597,63.2,1.0,8668
 Fiesta,2019,Manual,3607,Petrol,149.53703277,49.0,1.1,10725
 Fiesta,2017,Automatic,24051,Petrol,153.15265256,54.6,1.0,8821
 Fiesta,2019,Manual,11205,Petrol,153.12056357,67.0,1.0,10997
 Ka+,2019,Manual,7058,Petrol,146.57643687,43.7,1.2,9328
 Focus,2018,Manual,18350,Diesel,148.6416875,84.0,1.5,11567
 Focus,2019,Semi-Auto,4507,Petrol,148.40332152,51.7,1.0,16963
 Galaxy,2018,Automatic,30944,Diesel,147.15276322,52.7,2.0,22671
 Fiesta,2018,Manual,21226,Petrol,147.56937355,66.5,1.0,11003
 Fiesta,2017,Manual,9873,Petrol,147.66343583,65.8,1.0,8991
 Fiesta,2017,Manual,26508,Petrol,0.0,65.7,1.0,9911
 Fiesta,2013,Manual,38531,Petrol,32.33160322,55.3,1.2,7148
 Fiesta,2018,Manual,19085,Petrol,147.61868911,65.7,1.0,11058
 Fiesta,2013,Manual,51602,Petrol,32.99338927,54.6,1.2,6043
 Focus,2018,Manual,4635,Petrol,146.01491736,41.9,2.0,19465
 Fiesta,2018,Manual,29418,Petrol,150.7072858,65.7,1.0,9996
 Grand C-MAX,2020,Manual,4043,Petrol,152.13377897,60.3,1.0,14934
 Fiesta,2018,Manual,8366,Petrol,149.32137007,59.8,1.0,13691
 Focus,2019,Manual,5457,Petrol,145.68293284,59.4,1.0,17071
 Fiesta,2018,Manual,10665,Petrol,149.96447127,59.8,1.0,11961
 Fiesta,2014,Manual,13246,Diesel,0.0,78.3,1.5,7872
 EcoSport,2017,Manual,13096,Petrol,126.04023239,53.5,1.0,10996
 Focus,2016,Manual,59853,Diesel,20.71207605,68.2,1.6,8065
 EcoSport,2018,Manual,16955,Petrol,152.59952646,54.8,1.0,13942
 EcoSport,2017,Manual,9457,Petrol,147.96747674,54.7,1.0,11715
 Mondeo,2016,Manual,9033,Diesel,0.0,88.3,1.5,7587
 Kuga,2016,Manual,22269,Diesel,127.12211332,60.3,2.0,14087
 Fiesta,2018,Automatic,19862,Petrol,148.62323157,54.5,1.0,13815
 Focus,2017,Manual,57831,Petrol,154.9799959,42.1,2.0,13825
 Kuga,2018,Manual,45852,Diesel,148.6535183,39.5,2.0,18557
 Fiesta,2014,Manual,17474,Petrol,32.50399772,54.3,1.2,7122
 Focus,2014,Manual,57515,Petrol,29.41324973,58.9,1.0,5836
 Fiesta,2017,Manual,23499,Petrol,149.06496327,67.1,1.0,8522
 Fiesta,2016,Manual,21637,Petrol,0.0,65.9,1.0,9719
 Ka+,2018,Manual,22221,Petrol,151.33921157,57.7,1.2,7460
 Fiesta,2015,Manual,91756,Diesel,0.0,80.4,1.5,6361
 EcoSport,2019,Manual,1271,Petrol,146.78586082,51.9,1.0,15967
 Kuga,2016,Manual,32985,Diesel,129.65899982,60.2,2.0,13692
 Edge,2017,Automatic,22690,Diesel,150.77211733,49.2,2.0,22493
 Focus,2018,Manual,28534,Petrol,154.66993949,58.7,1.0,13422
 Fiesta,2019,Manual,9830,Petrol,145.40923183,61.2,1.0,14875
 Fiesta,2017,Manual,14024,Petrol,133.91905373,52.6,1.2,8999
 Fiesta,2019,Manual,12054,Petrol,151.9577955,56.5,1.0,15498
 Galaxy,2017,Semi-Auto,9261,Diesel,260.72109023,43.8,2.0,41534
 Fiesta,2016,Manual,22419,Petrol,0.0,66.6,1.0,8207
 C-MAX,2014,Manual,32247,Diesel,46.443793,62.9,1.6,6822
 Kuga,2017,Automatic,10085,Petrol,145.18779821,38.4,1.5,15710
 C-MAX,2017,Manual,35342,Diesel,26.22304914,71.9,1.6,6875
 EcoSport,2019,Manual,8141,Petrol,148.20551072,40.9,1.0,16493
 Fiesta,2017,Manual,14862,Petrol,146.04607608,64.6,1.1,8787
 Kuga,2018,Manual,24178,Diesel,145.15592856,60.2,2.0,16556
 Fiesta,2014,Manual,38713,Petrol,0.0,66.3,1.0,7996
 Fiesta,2019,Manual,4167,Petrol,146.51298599,59.4,1.0,13482
 Fiesta,2015,Manual,15312,Petrol,0.0,66.6,1.0,7922
 Fiesta,2017,Manual,11262,Petrol,145.68098877,54.4,1.2,8861
 EcoSport,2017,Manual,40999,Petrol,147.16162516,52.6,1.0,10495
 Fiesta,2019,Automatic,28505,Petrol,145.09511977,54.7,1.0,11996
 Focus,2015,Manual,26998,Petrol,24.57562328,60.9,1.0,9463
 Focus,2019,Manual,8838,Petrol,146.53308804,60.3,1.0,17413
 Focus,2019,Automatic,11149,Diesel,146.83243996,64.4,1.5,16493
 Kuga,2019,Manual,7677,Petrol,154.47328967,39.3,1.5,20365
 Focus,2016,Manual,36810,Diesel,24.66363445,68.8,2.0,15626
 Focus,2019,Manual,4791,Petrol,149.59688535,50.3,1.0,18193
 Kuga,2015,Manual,41518,Diesel,131.60855216,60.4,2.0,12525
 Fiesta,2018,Manual,27258,Petrol,147.03828608,62.8,1.0,9998
 Grand C-MAX,2016,Automatic,44942,Diesel,205.54385412,56.5,2.0,9991
 Fiesta,2018,Manual,6884,Petrol,145.10033667,40.3,1.5,17427
 Mustang,2018,Automatic,12145,Petrol,145.86333702,48.6,2.3,33625
 KA,2015,Manual,24003,Petrol,46.61675872,58.4,1.2,5196
 Kuga,2017,Manual,2024,Diesel,148.18955863,54.8,2.0,16177
 Focus,2018,Manual,1313,Petrol,149.98619415,62.3,1.0,12669
 Fiesta,2018,Manual,19466,Petrol,146.15823202,67.1,1.0,9873
 Kuga,2015,Automatic,18187,Diesel,145.54087081,59.2,2.0,12060
 Focus,2016,Manual,63954,Diesel,28.61898435,68.2,2.0,6875
 Focus,2017,Manual,22893,Diesel,146.06726898,68.6,2.0,17991
 KA,2015,Manual,21796,Diesel,65.30717375,58.5,1.2,6691
 Kuga,2015,Manual,38853,Diesel,154.30887622,54.8,2.0,13498
 Focus,2018,Manual,14149,Diesel,151.18048642,68.6,2.0,14865
 Focus,2017,Manual,14652,Petrol,154.99142409,52.2,1.5,18132
 Focus,2019,Manual,2841,Petrol,146.59711212,61.2,1.0,16503
 Fiesta,2017,Manual,20020,Petrol,147.8550217,54.7,1.2,8564
 EcoSport,2019,Manual,5488,Petrol,148.02051361,51.9,1.0,15822
 Fiesta,2017,Manual,5987,Petrol,0.0,66.0,1.0,11498
 Fiesta,2017,Manual,14369,Petrol,149.49774997,66.7,1.0,10611
 Fiesta,2017,Manual,24054,Petrol,145.64230227,66.0,1.0,9994
 Ka+,2018,Manual,7486,Petrol,145.62620409,48.0,1.2,10796
 Kuga,2017,Manual,38197,Diesel,153.21719015,55.3,2.0,14049
 Kuga,2015,Manual,32760,Diesel,134.72745608,61.1,2.0,11443
 EcoSport,2018,Manual,12747,Petrol,147.64597645,54.5,1.0,13068
 Fiesta,2017,Manual,30380,Petrol,154.41880317,67.0,1.0,9789
 Fiesta,2018,Manual,20310,Petrol,147.02055791,67.2,1.0,9999
 Puma,2016,Manual,2008,Petrol,200.57000391,50.7,1.4,10995
 Focus,2017,Semi-Auto,18748,Diesel,25.26994957,64.5,1.5,10914
 Fiesta,2016,Automatic,6910,Petrol,145.62709227,47.9,1.6,9018
 Focus,2016,Manual,10191,Diesel,0.0,74.3,1.5,9725
 Fiesta,2018,Manual,3188,Petrol,145.25055853,40.3,1.5,16684
 Focus,2016,Manual,11280,Petrol,147.75417008,60.4,1.0,9554
 KA,2016,Manual,28055,Petrol,149.95555845,57.9,1.2,6793
 EcoSport,2019,Manual,2302,Petrol,147.34827304,48.9,1.0,16503
 Focus,2012,Automatic,46632,Diesel,163.6235078,50.8,2.0,7558
 Kuga,2019,Manual,3791,Diesel,151.32056259,39.4,2.0,19109
 Focus,2015,Manual,60670,Diesel,28.1211225,67.5,1.6,7006
 Ka+,2018,Manual,4395,Petrol,146.49994972,43.7,1.2,9983
 Fiesta,2018,Semi-Auto,31224,Petrol,149.20691897,58.4,1.0,11997
 Fiesta,2020,Manual,1987,Petrol,146.91936272,60.7,1.0,17438
 Grand C-MAX,2015,Manual,26969,Diesel,70.19862673,61.7,1.6,8221
 Fiesta,2018,Manual,8832,Petrol,146.28601445,67.2,1.0,12135
 Fiesta,2018,Manual,8722,Petrol,149.01129342,49.5,1.0,13361
 Ka+,2018,Manual,6988,Petrol,148.84995059,43.7,1.2,10995
 Focus,2017,Semi-Auto,40819,Petrol,148.19332965,52.1,1.0,10999
 Fiesta,2018,Manual,6131,Petrol,145.03968809,38.4,1.0,16443
 Focus,2018,Manual,9236,Petrol,146.9419965,59.6,1.0,12101
 B-MAX,2016,Manual,16024,Petrol,59.11716862,55.9,1.0,9997
 Tourneo Connect,2016,Automatic,85085,Diesel,125.69828915,59.6,2.0,8398
 Fiesta,2017,Manual,13901,Petrol,148.58676463,66.1,1.0,9415
 Fiesta,2018,Manual,9189,Petrol,145.42605502,59.2,1.0,11088
 Fiesta,2018,Manual,16995,Petrol,148.42181621,66.5,1.0,9879
 Kuga,2015,Manual,8830,Petrol,160.80075301,46.1,1.5,11499
 Fiesta,2014,Manual,68923,Petrol,0.0,67.0,1.0,6644
 Tourneo Custom,2014,Automatic,22577,Diesel,237.84117066,30.3,2.2,19213
 Focus,2017,Manual,31584,Diesel,147.24099908,74.3,1.5,10499
 Focus,2017,Manual,24673,Petrol,154.61661733,61.1,1.0,10558
 Fiesta,2013,Manual,13487,Petrol,105.35842371,54.8,1.2,6895
 Focus,2019,Automatic,7027,Diesel,147.26725284,65.3,1.5,15961
 Fiesta,2019,Manual,1731,Petrol,145.94656333,49.3,1.0,19789
 Kuga,2017,Manual,33852,Diesel,149.50512015,65.2,1.5,12648
 EcoSport,2017,Semi-Auto,5812,Petrol,147.25555772,44.5,1.0,15618
 Focus,2015,Manual,27307,Diesel,145.51924094,74.3,1.5,7906
 Focus,2015,Semi-Auto,36229,Petrol,239.74283044,45.4,1.6,7556
 Focus,2016,Manual,20565,Diesel,0.0,74.3,1.5,8499
 EcoSport,2017,Manual,11001,Petrol,146.56135793,54.0,0.0,10817
 Focus,2015,Manual,36304,Petrol,0.0,67.3,1.5,6585
 Fiesta,2018,Manual,16982,Petrol,149.59647713,56.5,1.0,11110
 EcoSport,2018,Manual,4019,Petrol,147.48625363,54.6,1.0,13496
 Kuga,2017,Manual,11833,Diesel,147.12795866,54.6,2.0,13937
 Fiesta,2018,Manual,6368,Petrol,146.28004019,59.3,1.0,13497
 Focus,2014,Manual,15575,Petrol,0.0,58.2,1.0,7558
 Fiesta,2018,Manual,9266,Petrol,150.19702521,56.3,1.0,10554
 Focus,2018,Manual,6000,Petrol,147.68106879,60.4,1.0,11990
 Focus,2012,Manual,7931,Diesel,25.41552147,67.9,2.0,5633
 Focus,2015,Manual,55975,Petrol,27.67614466,60.1,1.0,8950
 Fiesta,2019,Manual,12395,Petrol,147.14517498,55.6,1.0,14245
 Fiesta,2019,Manual,4947,Petrol,145.04375241,56.5,1.0,13977
 Mustang,2014,Manual,27086,Petrol,149.93207684,66.6,1.0,7405
 Fiesta,2016,Manual,19067,Petrol,0.0,66.9,1.0,8717
 Tourneo Custom,2017,Manual,12237,Diesel,128.24332403,54.0,2.0,19867
 Focus,2019,Manual,12592,Petrol,147.24054776,60.0,1.0,16024
 Grand C-MAX,2016,Semi-Auto,129,Diesel,145.28647228,64.9,1.5,9995
 Edge,2017,Manual,63160,Diesel,150.87934872,49.3,2.0,18619
 Kuga,2019,Semi-Auto,13555,Diesel,149.68146882,47.2,2.0,25040
 Kuga,2017,Automatic,13583,Petrol,131.13858404,58.0,1.5,13226
 Fiesta,2016,Manual,6315,Petrol,0.0,67.0,1.0,10904
 Fiesta,2019,Semi-Auto,4015,Petrol,149.84985775,49.2,1.0,15469
 Focus,2010,Manual,75552,Petrol,237.96921425,39.6,2.0,3492
 Fiesta,2017,Manual,10501,Petrol,26.38780944,63.6,1.0,9992
 Kuga,2016,Manual,19878,Diesel,145.99866541,54.9,2.0,15558
 Kuga,2017,Manual,17532,Diesel,148.73913016,54.3,2.0,17252
 Fiesta,2019,Manual,2422,Petrol,147.63202164,48.8,1.1,12439
 Edge,2017,Manual,47272,Diesel,147.71633823,49.2,2.0,22737
 Kuga,2017,Manual,21877,Diesel,150.2632597,54.4,2.0,15050
 S-MAX,2016,Manual,16338,Diesel,128.85006503,56.5,2.0,16859
 Kuga,2016,Automatic,7471,Petrol,235.06550766,38.6,2.5,16406
 Fiesta,2014,Manual,44671,Petrol,0.0,67.1,1.0,7995
 Mondeo,2017,Manual,29689,Diesel,128.46385963,60.4,2.0,14992
 B-MAX,2018,Manual,13218,Petrol,151.5762786,58.4,1.0,12664
 Fiesta,2017,Manual,57727,Petrol,146.68063169,48.4,1.6,10671
 Kuga,2018,Manual,5971,Diesel,145.29532496,61.1,2.0,17665
 Fiesta,2014,Manual,67330,Diesel,71.9972442,66.5,2.0,7964
 Focus,2018,Manual,18484,Petrol,148.59735645,57.8,1.0,13491
 Mondeo,2019,Manual,32304,Diesel,147.48578488,84.5,2.0,14470
 Fiesta,2013,Manual,32183,Petrol,81.42903868,54.4,1.2,5381
 Fiesta,2017,Manual,17471,Petrol,145.25059634,67.0,1.0,10641
 Fiesta,2017,Manual,13140,Petrol,146.36971224,61.0,1.0,9748
 Kuga,2019,Manual,13653,Diesel,149.26773,35.5,2.0,20318
 Fiesta,2018,Automatic,7917,Petrol,147.08517724,48.0,1.0,14543
 Fiesta,2019,Manual,14463,Petrol,147.29278941,59.0,1.0,14709
 Focus,2017,Manual,37311,Diesel,152.99824999,74.3,1.5,9993
 Fiesta,2017,Manual,28353,Petrol,126.85899728,54.8,1.2,8775
 Focus,2017,Manual,23776,Petrol,130.11700342,51.5,1.5,13088
 Focus,2017,Manual,38725,Diesel,21.71569961,67.5,2.0,11706
 Focus,2018,Manual,9961,Diesel,148.59922119,74.3,1.5,15586
 Fiesta,2018,Manual,58020,Petrol,149.51482827,66.9,1.0,6118
 Kuga,2016,Manual,40185,Diesel,51.29011806,65.2,2.0,13403
 Kuga,2018,Manual,3034,Petrol,154.58994804,54.8,1.5,16628
 Fiesta,2020,Manual,71,Petrol,148.64877734,52.4,1.0,14563
 Fiesta,2014,Semi-Auto,8851,Petrol,0.0,57.8,1.0,7743
 Fiesta,2018,Manual,12473,Petrol,145.71229006,59.1,1.0,13866
 Focus,2018,Automatic,8335,Diesel,149.02537706,59.9,1.5,13076
 EcoSport,2017,Manual,9308,Diesel,147.06007834,53.6,1.5,9999
 C-MAX,2017,Manual,26619,Diesel,22.42352133,69.6,1.5,10060
 Focus,2018,Manual,12044,Petrol,146.51081354,60.5,1.0,11951
 Fiesta,2017,Manual,49605,Petrol,147.94134653,66.8,1.0,7408
 Fiesta,2018,Semi-Auto,7034,Petrol,149.94064546,49.2,1.0,15471
 Mondeo,2018,Manual,20321,Diesel,146.15598321,64.2,1.5,15968
 S-MAX,2007,Manual,98173,Diesel,129.35056663,56.5,2.0,2152
 Fiesta,2018,Manual,27153,Petrol,146.30856848,66.5,1.0,11203
 Fiesta,2017,Manual,30253,Petrol,148.48082791,65.8,1.0,8995
 Focus,2009,Manual,75913,Petrol,239.20249075,29.6,2.0,2667
 Focus,2018,Manual,18005,Diesel,147.75874171,74.3,1.5,12144
 Fiesta,2015,Manual,26932,Petrol,145.28708473,62.9,1.0,8144
 Kuga,2017,Manual,28867,Diesel,148.21416087,60.9,2.0,16705
 Fiesta,2018,Manual,33723,Petrol,146.06130574,55.5,1.0,10756
 Kuga,2015,Manual,45870,Diesel,149.54725584,55.0,2.0,13722
 Fiesta,2018,Manual,47846,Petrol,154.00765847,65.8,1.0,9901
 Focus,2019,Manual,15385,Petrol,145.31701524,58.4,1.0,14690
 Edge,2016,Manual,96750,Diesel,148.78844708,54.7,2.0,8998
 Grand Tourneo Connect,2016,Manual,16697,Diesel,134.72248867,56.5,2.0,12457
 Fiesta,2017,Manual,17181,Petrol,148.62535253,62.9,1.0,10996
 Ka+,2017,Manual,7079,Petrol,145.34770749,58.8,1.2,7570
 Focus,2019,Manual,12616,Diesel,147.06956963,82.9,1.5,15950
 Fiesta,2020,Manual,70,Petrol,146.51561036,51.0,1.0,17482
 Fiesta,2015,Manual,24774,Petrol,0.0,66.4,1.0,8255
 Fiesta,2010,Manual,79473,Diesel,0.0,77.3,1.5,5691
 Fiesta,2017,Manual,33093,Petrol,154.76518857,67.1,1.0,9099
 Mustang,2017,Manual,7524,Petrol,146.12141915,54.0,1.0,10997
 Fiesta,2017,Manual,19013,Petrol,148.05549071,67.0,1.0,9839
 Grand C-MAX,2016,Manual,28029,Petrol,132.96486745,52.4,1.0,10525
 B-MAX,2017,Manual,50336,Petrol,22.33158484,69.6,1.0,8528
 Fiesta,2017,Manual,7138,Petrol,147.88798443,64.1,1.0,9997
 Kuga,2017,Manual,88676,Diesel,130.79116784,61.1,2.0,10191
 Fiesta,2018,Manual,42898,Petrol,148.99932885,66.1,1.0,10636
 EcoSport,2018,Manual,9180,Petrol,149.8539417,65.5,1.0,14994
 Fiesta,2016,Manual,37727,Diesel,0.0,74.3,1.5,10787
 C-MAX,2015,Manual,42198,Diesel,102.76997507,64.2,1.5,12629
 S-MAX,2019,Automatic,13927,Petrol,147.4195788,22.8,1.5,32828
 Kuga,2019,Manual,3285,Petrol,149.19630041,35.3,1.5,22074
 Fiesta,2018,Semi-Auto,16818,Petrol,153.1248609,55.0,1.0,9809
 C-MAX,2015,Manual,37547,Diesel,90.06767638,62.2,1.6,7992
 Fiesta,2018,Manual,11337,Petrol,147.1371013,67.1,1.0,11233
 Focus,2018,Manual,597,Petrol,146.2067264,58.1,1.0,14469
 Mondeo,2019,Manual,4552,Diesel,148.64440054,63.1,2.0,24679
 EcoSport,2017,Manual,6081,Petrol,127.5608188,52.3,1.0,10499
 Galaxy,2017,Manual,32196,Diesel,147.17861466,56.5,2.0,15957
 Fiesta,2018,Manual,19760,Petrol,151.19608377,66.5,1.0,9936
 Focus,2019,Manual,9915,Diesel,146.22643817,81.5,1.5,15996
 Kuga,2015,Manual,40408,Diesel,134.05764078,61.2,2.0,12934
 C-MAX,2014,Semi-Auto,83370,Diesel,158.3901969,61.7,1.6,7991
 EcoSport,2018,Manual,18902,Petrol,148.13552196,54.6,1.0,13134
 B-MAX,2016,Manual,30102,Petrol,58.33317207,55.8,1.0,8721
 Fiesta,2016,Manual,43233,Petrol,25.86469458,62.9,1.0,6980
 Focus,2017,Manual,10715,Petrol,0.0,74.3,1.5,11499
 Fiesta,2018,Manual,11084,Petrol,148.85145333,65.5,1.1,9997
 Kuga,2019,Manual,21776,Diesel,149.51604882,60.1,2.0,14993
 Focus,2015,Manual,60431,Diesel,23.37064222,68.8,2.0,14493
 B-MAX,2013,Automatic,38907,Petrol,237.22671612,44.6,1.6,5686
 EcoSport,2017,Manual,10829,Petrol,132.12545475,52.5,1.0,10012
 C-MAX,2016,Manual,17209,Petrol,76.82710508,55.4,1.0,10801
 Focus,2015,Manual,37472,Diesel,26.29499523,67.6,2.0,13997
 Fiesta,2014,Automatic,23024,Petrol,162.42713263,58.5,1.0,6835
 Fiesta,2018,Manual,29165,Petrol,151.1167044,66.6,1.0,10564
 Fiesta,2016,Manual,20977,Petrol,130.81483295,55.3,1.2,7991
 Mondeo,2015,Automatic,120077,Petrol,260.43857143,46.2,1.6,9761
 Kuga,2019,Manual,9115,Petrol,146.96581178,39.2,1.5,19058
 C-MAX,2017,Manual,3431,Diesel,23.86082263,69.2,1.5,9727
 Fiesta,2018,Manual,18670,Petrol,149.23775981,63.2,1.0,11484
 C-MAX,2017,Manual,34194,Diesel,41.37552204,56.1,2.0,9520
 Fiesta,2016,Manual,121283,Petrol,119.71462121,55.3,1.2,3361
 KA,2019,Manual,4466,Petrol,148.78025619,48.0,1.2,9996
 Focus,2019,Manual,17982,Petrol,149.96185677,60.4,1.0,17058
 Focus,2018,Manual,9769,Petrol,145.25866879,64.9,1.1,10497
 C-MAX,2015,Manual,32910,Diesel,26.37523064,70.5,1.5,9304
 Focus,2017,Manual,12047,Petrol,24.79032982,61.2,1.0,10419
 Fiesta,2015,Manual,50906,Petrol,60.626221,54.5,1.2,5303
 Focus,2017,Manual,55682,Diesel,40.12839291,65.0,2.0,8990
 EcoSport,2019,Semi-Auto,9651,Petrol,147.81451868,46.0,1.0,17142
 Focus,2018,Manual,15174,Petrol,148.06736452,57.7,1.0,10655
 Focus,2018,Manual,23228,Petrol,151.28904351,61.0,1.0,11995
 Kuga,2018,Manual,23002,Diesel,146.39921908,60.6,2.0,16495
 EcoSport,2018,Manual,33115,Petrol,150.57607675,55.2,1.0,11765
 S-MAX,2015,Automatic,79790,Diesel,302.93727537,56.5,2.0,13499
 EcoSport,2018,Manual,40684,Petrol,146.14868228,45.1,1.5,15537
 Mondeo,2017,Automatic,36287,Petrol,237.81767457,38.4,1.5,14427
 Kuga,2017,Manual,64751,Diesel,148.04383678,45.8,2.2,12560
 Focus,2017,Manual,20608,Petrol,218.77171504,41.5,2.0,18564
 Fiesta,2013,Manual,75392,Petrol,0.0,65.9,1.0,5698
 S-MAX,2008,Manual,69295,Diesel,268.12199124,47.4,2.2,6362
 Kuga,2017,Automatic,39037,Diesel,145.23681342,55.3,2.0,14724
 Ka+,2017,Manual,9965,Petrol,147.65779878,57.8,1.2,7969
 Fiesta,2017,Manual,29074,Petrol,149.02759677,63.2,1.0,10999
 Fiesta,2010,Manual,78259,Petrol,75.6231094,55.8,1.0,4261
 B-MAX,2015,Manual,22190,Petrol,77.18997341,55.9,1.0,8998
 Fiesta,2017,Manual,7799,Diesel,147.47463146,55.3,1.5,13990
 Fiesta,2015,Manual,25158,Petrol,0.0,66.1,1.0,9538
 Kuga,2019,Manual,11893,Petrol,145.57790919,39.2,1.5,20889
 Fiesta,2017,Manual,80538,Petrol,147.28211963,63.9,1.0,4555
 Focus,2019,Manual,13399,Diesel,145.33912253,60.8,2.0,19261
 B-MAX,2017,Manual,16722,Petrol,145.97673596,55.9,1.0,9757
 Focus,2019,Manual,4860,Petrol,148.45679075,61.1,1.0,17475
 Fiesta,2019,Semi-Auto,8349,Petrol,146.90011525,49.2,1.0,14992
 Fiesta,2017,Manual,35590,Petrol,0.0,65.9,1.0,8535
 Fiesta,2014,Manual,27724,Petrol,0.0,66.3,1.0,8231
 S-MAX,2019,Automatic,10572,Petrol,147.73784065,38.1,1.5,25468
 Focus,2016,Manual,49037,Diesel,26.6497981,68.5,1.6,7571
 Focus,2018,Manual,7513,Petrol,150.10141857,62.4,1.0,12629
 Focus,2017,Manual,14584,Petrol,147.72769584,61.3,1.0,10718
 Fiesta,2017,Manual,23794,Petrol,149.89315195,66.9,1.0,8420
 Fiesta,2017,Manual,18345,Petrol,0.0,66.3,1.0,12119
 Kuga,2017,Manual,13907,Diesel,145.11646173,54.6,2.0,17124
 Fiesta,2015,Manual,39509,Diesel,0.0,80.3,1.6,6631
 Fiesta,2017,Manual,20950,Petrol,134.40171623,55.0,1.2,8060
 Fiesta,2015,Manual,14729,Petrol,0.0,65.7,1.0,8492
 Focus,2017,Manual,20044,Petrol,211.77098768,41.6,2.0,18752
 Fiesta,2018,Manual,13358,Petrol,147.27196933,65.3,1.1,9997
 Fiesta,2018,Manual,11565,Petrol,146.28524298,64.6,1.1,9996
 Mondeo,2015,Manual,57626,Diesel,103.94367753,64.3,2.0,10447
 Fiesta,2014,Semi-Auto,23721,Diesel,0.0,58.0,1.6,6537
 Fiesta,2017,Manual,12539,Petrol,153.5617845,66.3,1.0,10459
 Ka+,2019,Manual,1229,Petrol,149.92939698,43.7,1.2,10539
 Fiesta,2018,Manual,9429,Petrol,146.12551925,66.6,1.0,10858
 Fiesta,2017,Manual,16701,Petrol,0.0,66.6,1.0,10496
 Fiesta,2014,Manual,59530,Petrol,0.0,66.6,1.0,6282
 Focus,2018,Automatic,8974,Petrol,145.99536272,55.2,1.0,13028
 Kuga,2017,Manual,32364,Diesel,152.01559283,61.3,2.0,13249
 Fiesta,2018,Manual,8927,Petrol,152.84690974,56.5,1.0,13682
 Focus,2018,Manual,12883,Petrol,147.10652124,48.2,1.5,12475
 Focus,2019,Manual,1191,Petrol,149.08021059,61.2,1.0,15983
 Focus,2019,Automatic,16467,Diesel,149.93110606,65.1,2.0,28866
 EcoSport,2017,Manual,14023,Petrol,145.31940337,53.1,1.0,10414
 Focus,2018,Manual,4810,Diesel,145.36706422,74.3,1.5,11904
 Fiesta,2016,Manual,22590,Petrol,132.07863725,54.9,1.2,7324
 Fiesta,2017,Manual,5190,Petrol,146.9002788,66.7,1.0,10695
 Fiesta,2017,Manual,7654,Petrol,149.14310488,67.1,1.0,9996
 Focus,2019,Manual,11074,Petrol,151.0939765,61.1,1.0,16009
 Fiesta,2017,Manual,37492,Petrol,145.00450922,66.2,1.0,9395
 EcoSport,2016,Manual,7373,Petrol,192.4113691,44.8,1.5,7774
 Fiesta,2018,Semi-Auto,9907,Petrol,145.97272977,48.7,1.0,13998
 Focus,2015,Automatic,19457,Diesel,146.46363357,51.4,2.0,20901
 Galaxy,2017,Manual,28451,Diesel,162.81947956,64.6,1.5,10423
 Focus,2019,Automatic,3019,Diesel,147.1205063,52.0,1.5,18225
 Fiesta,2013,Manual,63726,Petrol,49.31661583,54.6,1.2,5247
 Kuga,2017,Manual,40652,Diesel,63.16991971,65.3,2.0,12285
 Fiesta,2019,Manual,1312,Petrol,146.78665006,48.9,1.1,14243
 Focus,2017,Manual,26627,Petrol,148.80828115,41.9,2.0,16951
 EcoSport,2018,Manual,7563,Petrol,152.63798376,54.4,1.0,14339
 Fiesta,2014,Semi-Auto,27231,Petrol,103.74316628,55.2,1.2,4672
 Focus,2009,Manual,67651,Diesel,0.0,74.3,1.5,5587
 Focus,2016,Automatic,18824,Petrol,162.48998542,45.5,1.5,10499
 Fiesta,2017,Semi-Auto,14008,Petrol,0.0,57.8,1.0,12181
 EcoSport,2019,Manual,19951,Diesel,147.39224191,54.5,1.5,13820
 Fiesta,2015,Manual,18658,Petrol,0.0,66.2,1.0,8915
 Mondeo,2016,Manual,36090,Diesel,134.73580905,56.5,2.0,12605
 Fiesta,2016,Manual,10166,Petrol,128.79707113,54.7,1.2,7998
 B-MAX,2017,Manual,29554,Diesel,20.15095423,69.0,1.5,10901
 Fiesta,2017,Manual,10822,Petrol,151.55721648,54.4,1.2,8540
 Fiesta,2017,Manual,62066,Diesel,151.15978682,78.5,1.5,8825
 Fiesta,2017,Manual,23459,Petrol,125.55079285,55.3,1.2,7420
 Fiesta,2014,Manual,44713,Diesel,0.0,76.5,1.5,7242
 Fiesta,2018,Manual,11684,Petrol,145.74521505,65.3,1.1,9967
 Focus,2012,Manual,49020,Petrol,0.0,74.3,1.5,6380
 Focus,2017,Automatic,37969,Diesel,145.72128059,51.5,1.5,10626
 Focus,2017,Manual,29909,Petrol,23.15831244,60.6,1.0,10790
 Fiesta,2017,Manual,23628,Petrol,21.9122318,63.3,1.0,9480
 Fiesta,2007,Manual,56602,Petrol,212.06131224,45.6,1.3,2730
 Kuga,2017,Manual,2017,Diesel,134.51416675,60.5,2.0,15442
 Ka+,2017,Manual,18275,Petrol,149.78987105,57.8,1.2,8093
 Kuga,2016,Manual,29742,Diesel,201.18036426,47.9,2.0,16017
